BGGId,Exploration,Miniatures,Territory Building,Card Game,Educational,Puzzle,Collectible Components,Word Game,Print & Play,Electronic
2932,0,0,0,0,0,0,0,0,0,0
2933,0,0,0,0,0,0,0,0,0,0
2935,0,0,0,0,1,0,0,0,0,0
2936,0,0,0,0,0,0,0,0,0,0
2937,0,0,0,0,0,0,0,0,0,0
2938,0,0,0,0,0,0,0,0,0,0
2940,0,0,0,0,0,0,0,0,0,0
2941,0,0,0,1,0,0,0,0,0,0
2942,0,0,0,0,0,0,0,0,0,0
2943,0,0,0,0,0,0,0,0,0,0
2944,0,0,0,1,0,0,0,0,0,0
2946,0,0,0,0,0,0,0,0,0,0
2947,0,0,0,0,0,0,0,0,0,0
2952,0,0,0,0,0,0,0,0,0,0
2955,0,0,1,0,0,0,0,0,0,0
2956,0,0,0,0,0,0,0,1,0,0
2957,0,0,0,0,0,0,0,0,0,0
2958,0,0,0,0,0,0,0,0,0,0
2960,0,0,0,1,0,0,0,0,1,0
2961,0,0,0,0,0,0,0,0,0,0
2962,0,0,0,0,0,1,0,0,0,0
2963,0,0,0,0,0,0,0,0,0,0
2965,0,0,0,0,0,0,0,0,0,0
2968,0,0,0,1,0,0,0,0,0,0
2970,0,0,0,0,0,0,0,0,0,0
2971,0,0,0,0,0,0,0,0,0,0
2972,0,0,0,1,0,0,0,0,0,0
2974,0,0,0,0,0,0,0,0,0,0
2975,0,0,0,0,0,0,0,0,0,0
2978,0,0,0,0,0,0,0,0,0,0
2979,1,0,0,0,0,0,0,0,0,0
2980,0,0,0,0,0,0,0,0,0,0
2981,0,0,0,0,0,0,0,0,0,0
2986,0,0,0,0,0,0,0,0,0,0
2987,0,0,0,0,0,0,0,0,0,0
2988,0,0,0,0,0,0,0,0,0,0
2989,0,0,0,1,0,0,0,0,0,0
2990,0,0,0,0,0,0,0,0,0,0
2991,0,0,0,0,0,0,0,0,0,0
2994,0,0,0,0,0,0,0,0,0,0
2995,0,0,0,0,0,0,0,0,0,0
2996,0,0,0,0,0,0,0,0,0,0
2997,0,0,0,0,0,0,0,0,0,0
2998,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0
3001,0,0,0,1,0,0,0,0,0,0
3003,0,0,0,0,0,0,0,0,0,0
3004,0,0,0,0,0,0,0,0,0,0
3005,0,0,0,0,0,0,0,0,0,0
3007,0,0,0,0,0,0,0,0,0,0
3008,0,0,0,0,0,0,0,0,0,0
3015,0,0,0,0,0,0,0,0,0,0
3016,0,0,0,0,0,0,0,0,0,0
3018,0,0,0,0,0,0,0,0,0,0
3020,0,0,0,0,0,0,0,0,0,0
3021,0,0,0,0,0,0,0,0,0,0
3022,0,0,0,0,0,0,0,0,0,1
3023,0,0,0,0,0,0,0,0,0,0
3024,0,0,0,0,0,0,0,0,0,0
3028,0,0,0,0,1,0,0,0,0,0
3030,0,0,0,0,0,0,0,0,0,0
3034,0,0,0,0,0,0,0,0,0,0
3035,0,0,0,0,0,0,0,0,0,0
3036,0,0,0,0,0,0,0,0,0,0
3037,0,0,0,0,0,0,0,0,0,0
3039,0,0,0,0,0,0,0,0,0,0
3040,0,0,0,0,0,0,0,0,0,0
3041,0,0,0,0,0,0,0,0,0,0
3042,0,0,0,0,0,0,0,0,0,0
3044,0,0,0,0,0,0,0,0,0,0
3045,0,0,0,0,0,0,0,0,0,0
3046,0,0,0,0,0,0,0,0,0,0
3047,0,0,0,0,0,0,0,0,0,0
3048,0,0,0,0,0,0,0,0,0,0
3049,0,0,0,0,0,0,0,0,0,0
3050,0,0,0,0,0,0,0,0,0,0
3051,0,0,0,0,0,0,0,0,0,0
3052,0,0,0,1,0,0,1,0,0,0
3053,0,0,0,0,0,0,0,0,0,0
3054,0,0,0,0,0,0,0,0,0,0
3057,0,0,0,0,0,0,0,0,0,0
3059,0,0,0,0,0,0,0,0,0,0
3061,0,0,0,0,0,0,0,0,0,0
3062,0,0,0,0,0,0,0,0,0,0
3063,0,0,0,0,0,0,0,0,0,0
3064,0,0,0,1,0,0,0,0,0,0
3065,0,0,0,0,0,0,0,0,0,1
3067,0,0,0,1,0,0,0,0,0,0
3068,0,0,0,1,0,0,0,0,0,0
3070,0,0,0,0,0,0,0,0,0,0
3071,0,0,0,0,0,0,0,0,0,0
3072,0,1,0,0,0,0,0,0,0,0
3074,0,0,0,0,0,0,0,0,0,0
3075,0,0,0,1,0,0,0,0,0,0
3076,0,0,0,0,0,0,0,0,0,0
3077,0,0,0,0,0,0,0,0,0,0
3078,0,0,0,0,0,0,0,0,0,0
3080,0,0,0,0,0,0,0,1,0,0
3081,0,0,0,0,0,0,0,0,0,0
3083,0,0,0,0,0,0,0,0,0,0
3084,0,0,0,0,0,0,0,0,0,0
3085,0,0,0,1,0,0,0,0,0,0
3086,1,0,0,0,0,0,0,0,0,1
3089,0,0,0,0,0,0,0,0,0,0
3090,1,0,0,0,0,0,0,0,0,0
3091,0,0,0,0,0,0,0,0,0,0
3093,0,0,0,0,0,0,0,0,0,0
3095,0,0,0,0,0,0,0,0,0,0
3096,0,0,0,1,0,0,0,0,0,0
3097,0,0,0,0,0,0,0,0,0,0
3099,0,0,0,0,0,0,0,0,0,0
3100,1,0,0,0,0,0,0,0,0,0
3102,0,0,0,0,0,0,0,0,0,0
3107,0,0,0,1,0,0,0,0,0,0
3108,0,0,0,0,0,0,0,0,1,0
3109,0,1,0,0,0,0,0,0,0,0
3110,0,0,0,0,0,0,0,0,0,0
3112,0,0,0,0,0,0,0,0,0,0
3114,0,0,0,0,0,0,0,0,0,0
3119,0,0,0,0,0,0,0,1,0,0
3122,0,0,0,1,0,0,1,0,0,0
3125,0,0,0,1,0,0,1,0,0,0
3127,0,0,0,1,0,0,1,0,0,0
3128,0,0,0,0,0,0,0,0,0,0
3129,0,0,0,0,0,0,0,0,0,0
3130,0,0,0,0,0,0,0,0,0,0
3133,0,0,0,0,0,0,0,0,0,0
3137,0,0,0,0,0,0,0,0,0,0
3138,0,0,0,0,0,0,0,0,0,0
3139,1,0,0,0,0,0,0,0,0,0
3140,0,0,0,0,0,0,0,0,0,0
3141,0,0,0,1,0,0,0,0,0,0
3144,0,0,0,1,0,0,0,0,0,0
3147,0,0,0,0,0,0,0,0,0,0
3149,0,0,0,0,0,0,0,0,0,0
3150,0,0,0,1,0,0,0,0,0,0
3152,0,0,0,0,0,0,0,0,0,0
3154,1,0,0,0,0,0,0,0,0,0
3155,0,0,0,0,0,0,0,0,0,0
3156,0,0,0,0,0,0,0,0,0,0
3157,0,0,0,0,0,0,0,0,0,0
3159,0,0,0,1,0,0,0,0,0,0
3160,0,0,0,0,0,0,0,0,0,0
3161,0,0,0,0,0,0,0,0,0,0
3162,0,0,0,0,0,0,0,0,0,0
3163,0,0,0,0,0,0,0,0,0,0
3170,0,0,0,0,0,0,0,0,0,0
3174,0,0,0,0,0,0,0,0,0,0
3175,1,0,0,0,0,0,0,0,0,0
3177,0,0,0,0,0,0,0,0,1,0
3181,0,0,0,0,0,0,0,0,0,0
3182,0,0,0,0,0,0,0,0,0,0
3183,0,0,0,0,0,0,0,0,0,0
3188,0,0,0,1,0,0,1,0,0,0
3189,0,0,0,0,0,0,0,0,0,0
3190,0,0,0,0,0,0,0,0,0,0
3194,0,0,0,1,0,0,0,0,0,0
3198,0,0,0,0,0,0,0,0,0,0
3201,0,0,0,0,0,0,0,0,0,0
3202,0,0,0,0,0,0,0,0,0,0
3203,0,0,0,1,0,0,0,0,0,0
3205,0,0,0,1,0,0,0,0,0,0
3208,0,0,0,0,0,0,0,0,0,0
3209,0,0,0,0,0,0,0,0,0,0
3210,0,0,0,0,0,0,0,0,0,0
3214,0,0,0,0,0,0,0,0,0,0
3218,0,0,0,0,0,0,0,0,0,0
3219,0,1,0,0,0,0,0,0,0,0
3226,0,0,0,0,0,0,0,0,0,0
3228,0,0,0,0,0,0,0,0,0,0
3229,0,0,0,0,0,0,0,0,0,0
3230,0,0,0,0,0,0,0,0,0,0
3231,0,0,0,1,0,0,0,0,0,0
3232,0,0,0,0,0,0,0,0,0,0
3233,0,0,0,0,0,0,0,0,0,0
3234,0,0,0,0,0,0,0,0,0,0
3236,0,0,0,0,0,0,0,0,0,0
3237,0,0,0,0,0,0,0,0,0,0
3238,0,0,0,0,0,0,0,0,0,0
3239,0,0,0,0,0,0,0,0,0,0
3240,0,0,0,0,0,0,0,0,0,0
3241,0,0,0,0,0,0,0,0,0,0
3242,0,0,0,0,0,0,0,0,0,0
3243,0,0,0,0,0,1,0,0,0,0
3245,0,0,0,0,0,0,0,0,0,0
3246,0,0,0,0,0,0,0,0,0,0
3247,0,0,0,0,0,0,0,0,0,0
3248,1,0,0,0,0,0,0,0,0,0
3249,0,0,0,0,0,0,0,0,0,0
3251,0,0,0,0,0,0,0,0,0,0
3253,0,0,0,1,0,0,0,1,0,0
3255,0,0,0,0,0,0,0,0,0,0
3262,0,0,0,1,0,0,0,0,0,0
3263,0,0,0,0,0,0,0,0,0,0
3265,0,0,0,1,0,0,0,0,0,0
3266,0,0,0,0,0,0,0,0,0,0
3267,1,0,0,0,0,0,0,0,0,0
3268,0,0,0,0,0,0,0,0,0,0
3269,0,0,0,1,0,0,0,0,0,0
3270,0,0,0,1,0,0,0,0,0,0
3271,0,0,0,0,0,0,0,0,0,0
3273,0,0,0,0,0,0,0,0,0,0
3275,0,0,0,0,0,0,0,0,0,0
3276,0,0,0,0,0,0,0,0,0,0
3279,0,0,0,1,0,0,1,0,0,0
3284,0,1,0,0,0,0,0,0,0,0
3285,0,0,0,0,0,0,0,0,0,0
3290,0,0,0,1,0,0,0,0,0,0
3293,0,0,0,1,0,0,0,0,0,0
3294,0,0,0,1,0,0,0,0,0,0
3295,0,0,0,0,0,0,0,0,0,0
3297,0,0,0,1,0,0,0,0,0,0
3298,0,0,0,0,0,0,0,0,0,0
3302,0,0,0,0,0,0,0,0,0,0
3305,0,0,0,0,0,0,0,0,0,0
3306,0,0,0,0,0,0,0,0,0,0
3307,0,0,1,0,0,0,0,0,0,0
3309,0,0,0,0,0,0,0,0,0,0
3312,0,0,0,0,0,0,0,0,0,0
3313,0,0,0,0,0,0,0,0,0,0
3314,0,0,0,1,0,0,0,0,0,0
3316,0,0,0,0,0,0,0,0,0,0
3317,0,0,0,1,0,0,0,0,0,0
3318,0,0,0,1,0,0,0,0,0,0
3319,0,0,0,0,0,0,0,0,1,0
3320,0,0,0,0,0,0,0,0,0,0
3321,0,0,0,1,0,0,0,0,0,0
3324,0,0,0,0,0,0,0,0,0,0
3325,0,0,0,0,0,0,0,0,0,0
3329,0,0,0,0,0,0,0,0,0,0
3330,0,0,0,0,0,0,0,0,0,0
3335,0,0,0,0,0,0,0,0,0,0
3337,0,0,0,1,0,0,0,0,0,0
3338,0,0,0,1,0,0,0,0,0,0
3339,0,0,0,0,0,0,1,0,0,0
3340,0,0,0,0,0,0,0,0,0,0
3341,0,0,0,1,0,0,0,0,0,0
3342,0,0,0,0,0,0,0,0,0,0
3343,0,0,0,0,0,0,0,0,0,0
3344,0,0,0,0,0,0,0,0,0,0
3347,0,0,0,1,0,0,0,0,0,0
3348,0,0,0,0,0,0,0,0,0,0
3349,0,0,0,1,0,0,0,0,0,0
3351,0,0,0,1,0,0,0,0,0,0
3352,0,0,0,0,0,0,0,0,0,0
3353,0,0,0,0,0,0,0,0,0,0
3354,0,0,0,0,0,0,0,0,0,0
3355,0,0,0,0,0,0,0,0,0,0
3356,0,0,0,0,0,0,0,0,0,0
3357,0,0,0,1,0,0,0,0,0,0
3358,0,0,0,0,0,0,0,0,0,0
3359,0,0,0,0,0,0,0,1,0,0
3360,0,0,0,1,0,0,0,1,0,0
3365,0,0,0,0,0,0,0,0,0,0
3369,0,0,0,0,0,0,0,0,0,0
3370,0,0,0,0,0,0,0,0,0,0
3371,0,0,0,0,0,0,0,0,0,0
3373,0,0,0,0,0,0,0,0,0,0
3374,0,0,0,0,0,0,0,1,0,0
3376,0,0,0,0,0,0,0,0,0,0
3377,0,0,0,0,0,0,0,0,0,0
3378,0,0,0,0,0,0,0,0,0,0
3383,0,0,0,0,0,0,0,0,0,0
3384,0,0,0,0,0,0,0,0,0,0
3385,0,0,0,0,0,0,0,0,0,0
3389,0,0,0,1,0,0,0,0,0,0
3390,0,0,0,0,0,0,0,0,0,0
3393,0,0,0,0,0,0,0,0,0,0
3394,0,0,0,0,0,0,0,0,0,0
3398,0,0,0,1,0,0,0,0,0,0
3402,0,0,0,0,0,0,0,0,0,0
3403,0,0,0,0,0,0,0,0,0,0
3404,0,0,0,0,0,0,0,0,0,0
3405,0,0,0,1,0,0,0,0,0,0
3406,0,0,0,0,0,0,0,0,0,0
3408,0,0,0,0,0,0,0,0,0,0
3409,0,0,0,0,0,0,0,0,0,0
3411,0,0,0,0,0,0,0,0,0,0
3412,0,0,0,0,0,0,0,0,0,0
3413,0,0,0,0,0,0,0,0,0,0
3414,0,0,0,0,0,0,0,0,0,0
3416,0,0,0,0,0,0,0,0,0,0
3417,0,0,0,0,0,0,0,0,0,0
3419,0,0,0,0,0,0,0,0,0,0
3421,0,0,0,0,0,0,0,0,0,0
3422,0,0,0,1,0,0,0,0,0,0
3423,0,0,0,0,0,0,0,0,0,0
3425,0,0,0,0,0,0,0,0,0,0
3427,0,0,0,0,0,0,0,0,0,0
3430,0,0,0,1,0,0,0,0,0,0
3434,0,0,0,1,0,0,0,0,0,0
3435,0,0,0,1,0,0,0,0,0,0
3439,0,1,0,0,0,0,1,0,0,0
3447,0,0,0,0,0,0,0,0,0,0
3451,0,0,0,1,0,0,0,0,0,0
3452,1,0,0,0,0,0,0,0,0,0
3457,0,0,0,0,0,0,0,0,0,0
3459,0,0,0,0,0,0,0,0,0,0
3463,0,0,0,0,0,0,0,0,0,0
3464,0,0,0,0,0,0,0,0,0,0
3465,0,0,0,0,0,0,0,0,0,0
3466,0,0,0,0,0,0,0,0,0,0
3468,0,0,0,0,0,0,0,0,0,0
3471,0,0,0,0,0,0,0,0,0,0
3472,0,0,0,0,0,0,0,1,0,0
3473,0,0,0,1,0,0,0,0,0,0
3475,0,0,0,1,0,0,1,0,0,0
3476,0,1,0,0,0,0,0,0,0,0
3482,0,0,0,0,0,0,0,0,0,0
3483,0,0,0,1,0,0,0,0,0,0
3484,1,0,0,0,0,0,0,0,0,0
3485,0,0,1,0,0,0,0,0,0,0
3486,0,0,0,0,0,0,0,0,0,0
3487,0,0,0,1,0,0,1,0,0,0
3488,0,0,0,1,0,0,1,0,0,0
3492,1,0,0,1,0,0,1,0,0,0
3495,0,0,0,1,0,0,1,0,0,0
3499,0,0,0,0,0,0,0,0,0,0
3500,0,0,0,0,0,0,0,0,0,0
3501,1,0,0,0,0,0,0,0,0,0
3502,0,0,0,1,0,0,1,0,0,0
3503,0,0,0,1,0,0,1,0,0,0
3504,0,0,0,1,0,0,1,0,0,0
3507,0,0,0,1,0,0,0,0,0,0
3510,0,0,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0,0,0
3513,0,0,0,0,0,0,0,0,0,1
3514,0,0,0,0,0,0,0,0,0,0
3515,0,0,0,0,0,0,0,0,0,0
3516,0,0,0,0,0,0,0,1,0,0
3517,0,0,0,0,0,0,0,0,0,0
3518,0,1,0,0,0,0,0,0,0,0
3522,0,0,0,0,0,0,0,0,0,0
3523,0,0,0,0,0,0,0,0,0,0
3524,0,0,0,1,0,0,0,0,0,0
3525,0,0,0,0,0,0,0,0,0,0
3527,0,0,0,0,0,0,0,0,0,0
3528,0,0,0,0,0,0,0,0,0,0
3529,0,0,0,0,0,0,0,0,0,0
3531,0,0,0,0,0,0,0,0,0,0
3532,0,0,0,0,0,0,0,0,0,0
3533,0,0,0,0,0,0,0,0,0,0
3534,0,0,0,0,0,0,0,0,0,0
3535,0,0,0,0,0,0,0,0,0,0
3538,0,0,1,0,0,0,0,0,0,0
3540,0,0,0,0,0,0,0,0,0,0
3543,0,0,0,0,0,0,0,0,0,0
3547,0,0,0,1,0,0,0,0,0,0
3548,0,0,0,0,0,0,0,0,0,0
3549,0,0,0,0,0,0,0,0,0,0
3552,0,0,0,0,0,0,0,0,0,0
3553,0,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,0,0,0,0,0,0
3557,0,0,0,0,0,0,0,0,0,0
3558,0,0,0,0,0,0,0,0,0,1
3560,0,0,0,0,0,0,0,0,0,0
3561,0,0,0,0,0,0,0,0,0,0
3562,0,0,0,1,0,0,0,0,0,0
3563,0,1,0,0,0,0,0,0,0,0
3564,0,0,0,1,0,0,0,0,0,0
3565,1,1,0,0,0,0,0,0,0,0
3566,0,0,0,0,0,0,0,0,0,0
3567,0,0,0,0,0,0,0,0,0,0
3568,0,0,0,0,0,0,0,0,0,0
3569,0,0,0,0,0,0,0,0,0,0
3570,0,0,0,0,0,0,0,0,0,0
3571,0,0,0,0,0,0,0,0,0,0
3572,0,0,0,0,0,0,0,0,0,0
3573,0,0,0,0,0,0,0,0,0,0
3574,0,0,0,0,0,0,0,0,0,0
3575,0,0,0,0,0,0,0,0,0,0
3576,0,0,0,0,0,0,0,0,0,0
3577,0,0,0,0,0,0,0,0,0,0
3578,0,0,0,0,0,0,0,0,0,0
3581,0,0,0,0,0,0,0,0,0,0
3584,0,0,0,0,0,0,0,0,0,0
3585,0,0,0,0,0,0,0,0,0,0
3586,0,0,0,1,0,0,0,0,0,0
3590,0,0,0,0,0,0,0,0,0,0
3593,0,0,0,0,0,0,0,0,0,0
3594,0,0,0,0,0,0,0,0,0,0
3595,0,0,0,1,0,0,0,0,0,0
3597,0,0,0,0,0,0,0,0,0,0
3598,0,0,0,0,0,0,0,0,0,0
3600,0,0,0,0,0,0,0,0,0,0
3602,0,0,0,0,0,0,0,0,0,0
3603,0,0,0,0,0,0,0,0,0,0
3604,0,0,0,0,0,0,0,0,0,0
3605,0,0,0,0,0,0,0,0,0,0
3606,0,0,0,0,0,0,0,0,0,0
3608,0,0,0,0,0,0,0,0,0,0
3610,0,0,0,1,0,0,0,1,0,0
3612,0,0,0,0,0,0,0,0,0,0
3613,0,0,0,0,0,0,0,0,0,0
3615,0,0,0,0,0,0,0,0,0,0
3616,0,0,0,0,0,0,0,0,0,0
3617,0,0,0,0,0,0,0,0,1,0
3618,0,0,0,0,0,0,0,0,0,0
3620,0,0,0,0,0,0,0,0,0,0
3622,0,0,0,1,0,0,0,0,0,0
3623,0,0,0,0,0,0,0,0,0,0
3625,1,0,0,0,0,0,0,0,0,0
3626,0,0,0,0,0,0,0,0,0,0
3627,0,1,0,0,0,0,0,0,0,0
3628,0,0,0,0,0,0,0,0,0,0
3629,0,0,0,1,0,0,0,0,0,0
3631,0,0,0,0,0,0,0,0,0,0
3632,0,0,0,1,0,0,0,0,0,0
3633,1,0,0,0,0,0,0,0,0,0
3634,0,0,0,0,0,0,0,0,0,0
3636,0,0,0,0,0,0,0,0,0,0
3637,0,0,0,0,0,0,0,0,0,0
3639,1,0,0,0,0,0,0,0,0,0
3640,0,0,0,0,0,0,0,0,0,0
3641,1,0,0,0,0,0,0,0,0,0
3643,0,0,0,1,0,0,0,0,0,0
3645,0,0,0,0,0,0,0,0,0,0
3646,0,0,0,0,0,0,0,0,0,0
3649,0,0,0,1,0,0,0,0,0,0
3650,0,0,0,0,0,0,0,0,0,0
3655,0,0,0,0,0,0,0,0,0,0
3656,0,0,0,0,0,0,0,0,0,0
3657,0,0,0,0,0,0,0,0,0,0
3658,0,0,0,1,0,0,0,0,0,0
3661,0,0,0,0,0,0,0,0,0,0
3662,0,0,0,0,0,0,0,0,0,0
3663,1,0,0,0,0,0,0,0,0,0
3664,0,0,0,0,0,1,0,0,0,0
3666,0,0,0,0,0,0,0,0,0,0
3667,0,1,0,0,0,0,0,0,0,0
3668,0,0,0,1,0,0,1,0,0,0
3669,0,0,0,0,0,0,0,0,0,0
3670,0,0,0,0,0,0,0,0,0,0
3673,0,0,0,0,0,0,0,0,0,0
3674,0,0,0,0,0,0,0,0,0,0
3676,0,0,0,0,0,0,0,0,0,0
3677,0,0,0,0,0,0,0,0,0,0
3679,0,0,0,0,0,0,0,0,0,0
3682,0,0,0,0,0,0,0,0,0,0
3685,0,0,0,0,0,0,0,0,0,0
3686,0,0,0,0,0,0,0,0,0,0
3687,0,0,0,0,0,1,0,0,0,0
3689,0,0,0,0,0,0,0,0,0,0
3691,0,0,0,0,0,0,0,0,0,0
3692,0,0,0,0,0,0,0,0,0,0
3693,0,0,0,0,0,0,0,0,0,0
3694,0,0,0,0,0,0,0,0,0,0
3696,0,0,0,0,0,0,0,0,0,0
3698,0,0,0,0,0,0,0,0,0,0
3699,0,0,0,1,0,0,0,0,0,0
3700,0,0,0,0,0,0,0,0,0,0
3701,0,0,0,1,0,0,0,0,0,0
3702,0,0,0,0,0,0,0,0,0,0
3705,0,0,0,1,0,0,0,0,0,0
3706,0,0,0,0,0,0,0,0,0,0
3707,0,0,0,0,0,0,0,0,0,0
3710,0,0,0,0,0,0,0,0,0,0
3711,0,0,0,0,0,0,0,0,0,0
3712,0,0,0,0,0,0,0,0,0,0
3715,0,0,0,1,0,0,1,0,0,0
3716,0,1,0,0,0,0,0,0,0,0
3719,0,0,0,0,0,0,0,0,0,0
3720,0,0,0,0,0,0,0,0,0,0
3723,0,0,0,1,0,0,0,0,0,0
3724,0,0,0,0,0,0,0,0,0,0
3725,0,0,0,1,0,0,0,0,0,0
3727,0,0,0,0,0,0,0,0,0,0
3728,0,0,0,0,0,0,0,0,0,0
3730,0,0,0,1,0,0,0,0,0,0
3731,0,0,0,0,0,0,0,0,0,0
3736,0,0,0,0,0,0,0,0,0,0
3737,0,0,0,0,0,0,0,0,0,0
3745,0,0,0,0,0,0,0,0,0,0
3746,0,0,0,0,0,0,0,0,0,0
3749,0,0,0,0,0,0,0,0,0,0
3751,0,0,0,0,0,0,0,0,0,0
3753,0,0,0,0,0,0,0,0,0,0
3758,0,0,0,0,0,0,0,0,0,0
3759,0,0,0,0,0,0,0,0,0,0
3760,0,1,0,1,0,0,0,0,0,0
3762,0,0,0,0,0,0,0,0,0,0
3765,0,1,0,0,0,0,0,0,0,0
3766,0,0,0,0,0,0,0,0,0,0
3771,0,0,0,1,0,0,0,1,0,0
3772,0,0,0,1,0,0,0,0,0,0
3793,0,0,0,0,0,0,0,0,0,0
3794,0,1,0,0,0,0,0,0,0,1
3800,0,0,0,0,0,0,0,0,0,0
3801,0,0,0,0,0,0,0,0,0,0
3804,0,0,0,1,0,0,0,0,0,0
3805,0,0,0,0,0,0,0,0,0,0
3806,0,0,0,1,0,0,0,0,0,0
3807,0,0,0,0,0,0,0,0,0,0
3812,0,0,0,0,0,0,0,0,0,0
3814,0,0,0,0,0,0,0,0,0,0
3815,0,0,0,0,0,0,0,0,0,0
3818,0,0,0,0,0,0,0,1,0,0
3820,0,0,0,1,0,0,0,0,0,0
3825,0,0,0,0,0,0,0,0,1,0
3826,0,0,0,0,0,0,0,0,1,0
3827,0,0,0,0,0,0,0,0,0,0
3828,0,0,0,0,0,0,0,0,0,0
3829,0,0,0,0,0,0,0,0,0,0
3830,0,0,0,0,0,0,0,0,0,0
3835,0,0,0,0,0,0,0,0,0,0
3836,0,0,0,1,0,0,1,0,0,0
3837,0,0,0,1,0,0,0,0,0,0
3838,0,0,0,1,0,0,1,0,0,0
3839,0,0,0,0,0,0,0,0,0,0
3840,0,0,0,1,0,0,1,0,0,0
3841,0,0,0,1,0,0,1,0,0,0
3842,0,0,0,1,0,0,1,0,0,0
3843,0,0,0,1,0,0,1,0,0,0
3844,0,0,0,1,0,0,1,0,0,0
3845,0,0,0,0,0,0,0,0,0,0
3846,0,0,0,0,0,0,0,0,0,0
3848,0,0,0,1,0,0,1,0,0,0
3849,0,0,0,1,0,0,1,0,0,0
3850,0,0,0,1,0,0,1,0,0,0
3851,0,0,0,1,0,0,1,0,0,0
3852,0,0,0,1,0,0,1,0,0,0
3855,0,1,0,0,0,0,1,0,0,0
3860,0,0,0,0,0,0,0,1,0,0
3863,0,0,0,0,0,0,0,0,0,0
3864,0,1,0,0,0,0,1,0,0,0
3867,0,0,0,1,0,0,0,0,0,0
3870,0,0,0,0,0,0,0,0,0,0
3874,0,0,0,0,0,1,0,0,0,0
3883,0,0,0,0,0,0,0,0,0,0
3884,0,0,0,0,0,0,0,0,0,0
3885,0,0,0,1,0,0,0,0,0,0
3886,0,0,0,0,0,0,0,0,0,0
3887,0,0,0,0,0,0,0,0,0,0
3889,0,0,0,0,0,0,0,0,0,0
3892,0,1,0,0,0,0,0,0,0,0
3893,0,1,0,0,0,0,0,0,0,0
3894,0,0,0,0,0,0,0,0,0,0
3895,0,1,0,0,0,0,0,0,0,0
3896,0,0,0,0,0,0,0,0,0,0
3901,0,0,0,0,0,0,0,0,0,0
3908,0,0,0,0,0,0,0,0,0,0
3909,1,0,0,0,0,0,0,0,0,0
3910,0,0,0,0,0,0,0,0,0,0
3914,0,0,0,0,0,0,0,0,0,0
3915,0,0,0,1,0,0,0,0,0,0
3916,0,0,0,0,0,0,0,0,0,0
3918,0,0,0,1,0,0,0,0,0,0
3919,0,0,0,0,0,0,0,0,0,0
3920,0,0,0,1,0,0,0,0,0,0
3921,0,0,0,1,0,0,0,0,0,0
3924,0,0,0,0,0,0,0,1,0,0
3925,0,0,0,0,0,0,0,0,0,0
3931,0,0,0,0,0,0,0,0,0,0
3932,0,0,0,0,0,0,0,0,0,0
3934,0,0,0,0,0,0,0,0,0,0
3935,0,0,0,0,0,0,0,0,0,0
3936,0,0,0,0,0,0,0,0,0,0
3937,0,0,0,0,0,0,0,0,0,0
3941,0,0,0,0,0,0,0,0,0,0
3944,0,0,0,0,0,0,0,0,0,0
3945,1,0,0,0,0,0,0,0,0,0
3946,0,0,0,0,0,0,0,0,0,0
3947,0,0,0,1,0,0,0,0,0,0
3951,0,0,0,1,0,0,0,0,0,0
3954,0,0,0,0,0,0,0,0,0,0
3955,0,0,0,1,0,0,0,0,0,0
3958,0,0,0,0,0,0,0,0,0,0
3965,0,0,0,0,0,0,0,0,0,0
3966,0,0,0,0,0,0,0,0,0,0
3967,0,1,0,0,0,0,0,0,0,0
3970,0,0,0,0,0,0,0,0,0,0
3972,0,0,0,0,0,0,0,0,0,0
3973,0,0,0,1,0,0,0,0,0,0
3977,0,0,0,0,0,0,0,0,0,0
3979,0,0,0,0,0,0,0,0,0,0
3983,0,0,0,1,0,0,0,0,0,0
3984,0,0,0,0,0,0,0,0,0,0
3985,0,0,0,0,0,0,0,0,0,0
3986,0,0,0,0,0,0,0,0,0,0
3989,0,0,0,0,0,0,0,0,0,0
3990,0,0,0,1,0,0,0,0,0,0
3992,0,0,0,0,0,0,0,0,0,0
3993,0,0,0,0,0,0,0,0,0,0
3996,0,0,0,0,0,0,0,0,0,1
3998,0,0,0,0,0,0,0,0,0,0
3999,0,0,0,1,0,0,0,1,0,0
4000,0,0,0,1,0,0,0,0,0,0
4001,0,1,0,0,0,0,0,0,0,0
4004,0,0,0,1,0,0,0,0,0,0
4008,0,0,0,0,0,0,0,0,0,0
4009,0,0,0,0,0,0,0,0,0,0
4010,0,0,0,0,0,0,0,0,0,0
4011,0,0,0,0,0,0,0,0,0,0
4012,0,0,0,0,0,0,0,0,0,0
4014,0,0,0,0,0,0,0,0,0,0
4015,0,0,0,0,0,0,0,0,0,0
4016,0,0,0,0,0,0,0,0,0,0
4017,0,0,0,0,0,0,0,0,0,0
4020,0,0,0,0,0,0,0,0,0,0
4021,0,0,0,0,0,0,0,0,0,0
4022,0,0,0,0,0,0,0,0,0,0
4023,0,0,0,1,0,0,0,0,0,0
4025,0,0,0,0,0,0,0,0,0,0
4031,0,0,0,0,0,0,0,0,0,0
4034,0,0,0,0,0,0,0,0,0,0
4035,0,0,0,1,0,0,0,1,0,0
